id,data_pedido,cliente,produto,categoria,vendedor,regiao,qtd,valor_unitario,valor_total,status,prazo_dias,entrega_dias
362,2024-07-14,Cliente F,Cadeira Ergonômica,Mobiliário,Carlos Lima,Centro-Oeste,4,863.15,3452.59,Entregue,13,11
2,2024-07-15,Cliente E,Teclado Mecânico,Periféricos,Ana Silva,Norte,2,283.22,566.44,Entregue,10,8
954,2024-07-15,Cliente N,Headset Gamer,Periféricos,Ana Silva,Sul,4,295.04,1180.18,Entregue,13,16
969,2024-07-15,Cliente P,Teclado Mecânico,Periféricos,Carlos Lima,Centro-Oeste,4,259.56,1038.25,Entregue,13,12
109,2024-07-16,Cliente N,Cadeira Ergonômica,Mobiliário,Bruno Costa,Centro-Oeste,5,963.23,4816.16,Cancelado,5,
375,2024-07-16,Cliente M,"Monitor 27""",Eletrônicos,Bruno Costa,Sul,5,1095.53,5477.66,Entregue,9,11
946,2024-07-16,Cliente G,SSD 1TB,Eletrônicos,Carlos Lima,Sudeste,2,418.71,837.42,Entregue,7,11
844,2024-07-17,Cliente K,Webcam HD,Periféricos,Eduardo Rocha,Nordeste,3,197.24,591.73,Cancelado,13,
305,2024-07-17,Cliente T,SSD 1TB,Eletrônicos,Eduardo Rocha,Sudeste,1,424.23,424.23,Entregue,5,10
104,2024-07-17,Cliente A,Cadeira Ergonômica,Mobiliário,Ana Silva,Norte,5,900.09,4500.46,Em trânsito,7,
317,2024-07-18,Cliente N,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,1,991.37,991.37,Entregue,11,14
964,2024-07-18,Cliente T,Teclado Mecânico,Periféricos,Ana Silva,Sudeste,4,261.23,1044.9,Entregue,10,10
152,2024-07-18,Cliente K,Teclado Mecânico,Periféricos,Bruno Costa,Norte,4,276.15,1104.61,Em trânsito,12,
685,2024-07-18,Cliente Q,Webcam HD,Periféricos,Bruno Costa,Nordeste,3,187.01,561.02,Em trânsito,14,
620,2024-07-18,Cliente F,Headset Gamer,Periféricos,Carlos Lima,Sul,5,303.62,1518.08,Entregue,5,9
912,2024-07-19,Cliente G,Teclado Mecânico,Periféricos,Carlos Lima,Norte,5,288.29,1441.45,Entregue,3,2
975,2024-07-19,Cliente P,SSD 1TB,Eletrônicos,Carlos Lima,Nordeste,5,456.28,2281.38,Cancelado,8,
529,2024-07-19,Cliente B,Cadeira Ergonômica,Mobiliário,Diana Santos,Sudeste,2,827.55,1655.1,Entregue,4,6
33,2024-07-20,Cliente D,Headset Gamer,Periféricos,Ana Silva,Norte,5,288.29,1441.46,Entregue,10,8
1103,2024-07-20,Cliente G,Mesa Standing,Mobiliário,Eduardo Rocha,Nordeste,5,1365.92,6829.58,Entregue,4,5
764,2024-07-21,Cliente G,Teclado Mecânico,Periféricos,Bruno Costa,Norte,3,265.63,796.89,Cancelado,11,
1118,2024-07-21,Cliente T,Headset Gamer,Periféricos,Bruno Costa,Sudeste,1,330.13,330.13,Em trânsito,8,
812,2024-07-21,Cliente K,Headset Gamer,Periféricos,Carlos Lima,Centro-Oeste,3,290.86,872.57,Entregue,7,11
600,2024-07-21,Cliente R,Headset Gamer,Periféricos,Diana Santos,Sul,3,322.37,967.11,Entregue,4,9
724,2024-07-22,Cliente E,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sudeste,2,1140.86,2281.72,Em trânsito,12,
342,2024-07-22,Cliente J,"Monitor 27""",Eletrônicos,Carlos Lima,Sudeste,2,1085.33,2170.66,Cancelado,6,
74,2024-07-22,Cliente E,Teclado Mecânico,Periféricos,Ana Silva,Centro-Oeste,3,270.99,812.98,Entregue,12,14
1127,2024-07-24,Cliente F,Teclado Mecânico,Periféricos,Eduardo Rocha,Nordeste,3,306.99,920.98,Entregue,4,6
283,2024-07-24,Cliente N,"Monitor 27""",Eletrônicos,Eduardo Rocha,Norte,3,1144.13,3432.39,Em trânsito,5,
294,2024-07-25,Cliente B,Cadeira Ergonômica,Mobiliário,Diana Santos,Nordeste,2,939.56,1879.12,Entregue,4,4
535,2024-07-25,Cliente S,Notebook Pro,Eletrônicos,Ana Silva,Sudeste,3,2893.36,8680.07,Entregue,6,11
328,2024-07-26,Cliente M,Headset Gamer,Periféricos,Eduardo Rocha,Sul,2,323.4,646.79,Em trânsito,10,
517,2024-07-26,Cliente M,"Monitor 27""",Eletrônicos,Ana Silva,Sul,4,1064.23,4256.94,Entregue,10,11
258,2024-07-26,Cliente C,Headset Gamer,Periféricos,Diana Santos,Norte,4,347.63,1390.53,Entregue,11,10
666,2024-07-26,Cliente J,SSD 1TB,Eletrônicos,Ana Silva,Sul,2,447.83,895.66,Entregue,9,8
1181,2024-07-27,Cliente P,Webcam HD,Periféricos,Ana Silva,Norte,3,199.45,598.36,Cancelado,11,
971,2024-07-27,Cliente Q,Teclado Mecânico,Periféricos,Ana Silva,Sudeste,4,289.78,1159.14,Em trânsito,10,
182,2024-07-27,Cliente K,Headset Gamer,Periféricos,Ana Silva,Sudeste,4,309.07,1236.28,Em trânsito,7,
1011,2024-07-27,Cliente G,Webcam HD,Periféricos,Eduardo Rocha,Sul,1,178.32,178.32,Entregue,7,5
1173,2024-07-28,Cliente E,Webcam HD,Periféricos,Ana Silva,Nordeste,5,193.43,967.16,Entregue,14,18
1187,2024-07-28,Cliente R,Teclado Mecânico,Periféricos,Ana Silva,Centro-Oeste,1,294.28,294.28,Entregue,12,17
736,2024-07-28,Cliente A,Cadeira Ergonômica,Mobiliário,Carlos Lima,Sul,2,960.41,1920.82,Entregue,14,17
108,2024-07-28,Cliente N,"Monitor 27""",Eletrônicos,Bruno Costa,Norte,3,1049.76,3149.27,Em trânsito,14,
777,2024-07-28,Cliente I,Webcam HD,Periféricos,Carlos Lima,Sul,2,198.84,397.68,Entregue,11,10
605,2024-07-29,Cliente C,Teclado Mecânico,Periféricos,Bruno Costa,Nordeste,4,282.64,1130.57,Entregue,13,12
204,2024-07-29,Cliente O,Mesa Standing,Mobiliário,Carlos Lima,Norte,3,1484.96,4454.88,Entregue,3,3
754,2024-07-29,Cliente D,Cadeira Ergonômica,Mobiliário,Ana Silva,Sudeste,3,902.99,2708.97,Entregue,12,14
955,2024-07-29,Cliente E,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,2,900.78,1801.55,Cancelado,7,
5,2024-07-30,Cliente C,"Monitor 27""",Eletrônicos,Bruno Costa,Centro-Oeste,5,1065.68,5328.39,Entregue,11,11
233,2024-07-30,Cliente F,SSD 1TB,Eletrônicos,Bruno Costa,Centro-Oeste,3,394.1,1182.3,Em trânsito,6,
1047,2024-07-30,Cliente C,Teclado Mecânico,Periféricos,Diana Santos,Norte,2,281.87,563.75,Entregue,3,8
347,2024-07-30,Cliente J,Mesa Standing,Mobiliário,Carlos Lima,Centro-Oeste,5,1468.83,7344.17,Entregue,6,6
974,2024-07-30,Cliente S,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,2,3093.58,6187.15,Entregue,3,1
1024,2024-07-31,Cliente I,Teclado Mecânico,Periféricos,Diana Santos,Sudeste,1,274.07,274.07,Entregue,7,5
696,2024-07-31,Cliente M,Webcam HD,Periféricos,Eduardo Rocha,Centro-Oeste,3,192.66,577.98,Entregue,13,11
1078,2024-07-31,Cliente N,Notebook Pro,Eletrônicos,Eduardo Rocha,Sudeste,5,3050.05,15250.25,Entregue,9,10
306,2024-07-31,Cliente D,"Monitor 27""",Eletrônicos,Eduardo Rocha,Nordeste,4,1200.88,4803.51,Entregue,5,7
480,2024-08-01,Cliente O,Notebook Pro,Eletrônicos,Eduardo Rocha,Centro-Oeste,2,2960.82,5921.63,Entregue,4,6
660,2024-08-01,Cliente D,"Monitor 27""",Eletrônicos,Diana Santos,Centro-Oeste,1,1156.38,1156.38,Entregue,6,10
118,2024-08-02,Cliente L,Notebook Pro,Eletrônicos,Carlos Lima,Norte,1,3188.51,3188.51,Entregue,6,10
887,2024-08-02,Cliente N,Notebook Pro,Eletrônicos,Ana Silva,Nordeste,5,3001.88,15009.39,Cancelado,6,
438,2024-08-02,Cliente B,Notebook Pro,Eletrônicos,Eduardo Rocha,Norte,4,2941.7,11766.82,Cancelado,5,
1172,2024-08-02,Cliente D,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,4,937.85,3751.4,Em trânsito,5,
96,2024-08-03,Cliente H,Notebook Pro,Eletrônicos,Ana Silva,Centro-Oeste,5,2935.9,14679.5,Entregue,6,7
462,2024-08-03,Cliente A,Mesa Standing,Mobiliário,Ana Silva,Centro-Oeste,2,1545.14,3090.27,Em trânsito,7,
784,2024-08-03,Cliente C,"Monitor 27""",Eletrônicos,Eduardo Rocha,Centro-Oeste,1,1056.13,1056.13,Entregue,13,11
165,2024-08-03,Cliente G,Mesa Standing,Mobiliário,Carlos Lima,Sudeste,4,1305.71,5222.84,Cancelado,10,
390,2024-08-04,Cliente J,SSD 1TB,Eletrônicos,Carlos Lima,Norte,4,391.99,1567.94,Em trânsito,11,
913,2024-08-05,Cliente O,"Monitor 27""",Eletrônicos,Carlos Lima,Nordeste,5,1001.74,5008.69,Em trânsito,8,
597,2024-08-05,Cliente J,Teclado Mecânico,Periféricos,Carlos Lima,Norte,2,273.86,547.73,Entregue,6,7
876,2024-08-06,Cliente Q,Notebook Pro,Eletrônicos,Bruno Costa,Centro-Oeste,3,3188.22,9564.65,Entregue,12,13
13,2024-08-06,Cliente K,Notebook Pro,Eletrônicos,Eduardo Rocha,Norte,1,3089.67,3089.67,Em trânsito,3,
340,2024-08-06,Cliente I,Cadeira Ergonômica,Mobiliário,Diana Santos,Centro-Oeste,5,888.88,4444.42,Entregue,3,8
795,2024-08-06,Cliente Q,Mesa Standing,Mobiliário,Bruno Costa,Centro-Oeste,1,1386.25,1386.25,Entregue,9,7
664,2024-08-06,Cliente I,Mesa Standing,Mobiliário,Eduardo Rocha,Centro-Oeste,5,1396.9,6984.48,Entregue,14,13
1161,2024-08-07,Cliente E,Teclado Mecânico,Periféricos,Ana Silva,Nordeste,4,287.71,1150.85,Cancelado,5,
587,2024-08-07,Cliente L,Cadeira Ergonômica,Mobiliário,Diana Santos,Nordeste,4,975.18,3900.73,Cancelado,13,
59,2024-08-07,Cliente O,Headset Gamer,Periféricos,Diana Santos,Sudeste,5,310.37,1551.86,Entregue,10,11
1163,2024-08-08,Cliente B,Notebook Pro,Eletrônicos,Bruno Costa,Nordeste,4,3159.43,12637.7,Entregue,8,13
1177,2024-08-09,Cliente H,SSD 1TB,Eletrônicos,Ana Silva,Norte,3,418.03,1254.08,Entregue,12,15
1145,2024-08-09,Cliente E,Cadeira Ergonômica,Mobiliário,Ana Silva,Nordeste,5,860.24,4301.22,Entregue,12,13
907,2024-08-09,Cliente O,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Nordeste,2,896.07,1792.14,Em trânsito,7,
665,2024-08-09,Cliente S,Teclado Mecânico,Periféricos,Carlos Lima,Norte,2,276.34,552.69,Em trânsito,12,
558,2024-08-09,Cliente M,Webcam HD,Periféricos,Eduardo Rocha,Norte,4,183.43,733.73,Cancelado,6,
720,2024-08-09,Cliente L,Webcam HD,Periféricos,Carlos Lima,Sudeste,3,206.74,620.22,Em trânsito,10,
1071,2024-08-09,Cliente O,Webcam HD,Periféricos,Diana Santos,Centro-Oeste,3,190.33,571.0,Em trânsito,4,
986,2024-08-10,Cliente M,Mesa Standing,Mobiliário,Ana Silva,Sul,4,1525.36,6101.43,Em trânsito,13,
562,2024-08-11,Cliente K,Mesa Standing,Mobiliário,Ana Silva,Centro-Oeste,4,1437.89,5751.56,Entregue,11,16
938,2024-08-11,Cliente J,"Monitor 27""",Eletrônicos,Diana Santos,Sul,3,993.93,2981.8,Cancelado,4,
224,2024-08-11,Cliente K,Cadeira Ergonômica,Mobiliário,Carlos Lima,Sudeste,2,915.93,1831.85,Em trânsito,6,
995,2024-08-11,Cliente M,"Monitor 27""",Eletrônicos,Diana Santos,Nordeste,3,1092.18,3276.55,Entregue,13,14
1097,2024-08-12,Cliente B,SSD 1TB,Eletrônicos,Ana Silva,Centro-Oeste,2,395.69,791.38,Entregue,8,7
1138,2024-08-12,Cliente P,SSD 1TB,Eletrônicos,Carlos Lima,Sul,1,446.4,446.4,Entregue,4,6
55,2024-08-12,Cliente P,SSD 1TB,Eletrônicos,Carlos Lima,Centro-Oeste,4,419.65,1678.6,Entregue,9,10
956,2024-08-13,Cliente N,Webcam HD,Periféricos,Bruno Costa,Sudeste,2,198.22,396.44,Cancelado,4,
1143,2024-08-13,Cliente S,SSD 1TB,Eletrônicos,Eduardo Rocha,Sudeste,1,444.58,444.58,Em trânsito,9,
141,2024-08-13,Cliente M,SSD 1TB,Eletrônicos,Diana Santos,Sul,4,423.51,1694.02,Cancelado,3,
1154,2024-08-13,Cliente S,"Monitor 27""",Eletrônicos,Diana Santos,Norte,4,1016.88,4067.54,Entregue,4,6
743,2024-08-13,Cliente B,SSD 1TB,Eletrônicos,Eduardo Rocha,Norte,2,378.69,757.39,Em trânsito,8,
493,2024-08-14,Cliente K,SSD 1TB,Eletrônicos,Eduardo Rocha,Sul,1,459.68,459.68,Cancelado,6,
610,2024-08-14,Cliente B,Mesa Standing,Mobiliário,Bruno Costa,Sul,2,1400.1,2800.2,Cancelado,9,
429,2024-08-14,Cliente J,Teclado Mecânico,Periféricos,Carlos Lima,Norte,3,278.66,835.97,Cancelado,11,
336,2024-08-14,Cliente I,Notebook Pro,Eletrônicos,Ana Silva,Nordeste,1,3412.21,3412.21,Em trânsito,13,
897,2024-08-14,Cliente H,Teclado Mecânico,Periféricos,Carlos Lima,Norte,3,264.7,794.09,Cancelado,12,
119,2024-08-14,Cliente I,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sul,2,958.14,1916.27,Entregue,12,15
324,2024-08-15,Cliente E,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Centro-Oeste,2,947.66,1895.31,Entregue,5,8
1066,2024-08-17,Cliente R,"Monitor 27""",Eletrônicos,Ana Silva,Norte,3,1141.69,3425.08,Entregue,7,8
655,2024-08-17,Cliente K,Notebook Pro,Eletrônicos,Eduardo Rocha,Sul,2,3269.18,6538.36,Em trânsito,14,
67,2024-08-17,Cliente L,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Nordeste,5,869.08,4345.4,Entregue,5,8
625,2024-08-17,Cliente A,"Monitor 27""",Eletrônicos,Diana Santos,Nordeste,1,1176.77,1176.77,Entregue,8,8
243,2024-08-18,Cliente R,Teclado Mecânico,Periféricos,Ana Silva,Sudeste,2,294.35,588.7,Em trânsito,3,
942,2024-08-18,Cliente O,Headset Gamer,Periféricos,Carlos Lima,Nordeste,5,310.96,1554.78,Entregue,10,11
156,2024-08-18,Cliente T,Webcam HD,Periféricos,Diana Santos,Centro-Oeste,3,175.77,527.31,Em trânsito,13,
176,2024-08-18,Cliente N,SSD 1TB,Eletrônicos,Bruno Costa,Norte,2,440.89,881.79,Em trânsito,13,
205,2024-08-19,Cliente Q,"Monitor 27""",Eletrônicos,Bruno Costa,Norte,1,1069.4,1069.4,Cancelado,10,
1064,2024-08-19,Cliente L,Mesa Standing,Mobiliário,Eduardo Rocha,Norte,2,1584.38,3168.76,Cancelado,11,
566,2024-08-19,Cliente C,Teclado Mecânico,Periféricos,Bruno Costa,Sudeste,2,265.7,531.4,Cancelado,8,
584,2024-08-19,Cliente C,Headset Gamer,Periféricos,Diana Santos,Nordeste,4,345.21,1380.85,Em trânsito,12,
842,2024-08-20,Cliente D,Headset Gamer,Periféricos,Eduardo Rocha,Sudeste,2,351.68,703.37,Cancelado,8,
1136,2024-08-20,Cliente A,Webcam HD,Periféricos,Carlos Lima,Sudeste,3,198.18,594.54,Entregue,7,10
883,2024-08-20,Cliente I,Webcam HD,Periféricos,Diana Santos,Nordeste,5,196.44,982.19,Em trânsito,3,
138,2024-08-21,Cliente I,Mesa Standing,Mobiliário,Bruno Costa,Sul,4,1482.04,5928.15,Entregue,8,11
690,2024-08-21,Cliente B,Teclado Mecânico,Periféricos,Carlos Lima,Centro-Oeste,2,279.38,558.75,Entregue,13,11
80,2024-08-21,Cliente L,Cadeira Ergonômica,Mobiliário,Carlos Lima,Nordeste,5,828.33,4141.65,Cancelado,12,
49,2024-08-21,Cliente R,Headset Gamer,Periféricos,Ana Silva,Sudeste,5,293.04,1465.19,Em trânsito,9,
125,2024-08-22,Cliente J,Webcam HD,Periféricos,Ana Silva,Sul,2,182.54,365.08,Cancelado,13,
924,2024-08-22,Cliente D,"Monitor 27""",Eletrônicos,Carlos Lima,Sul,2,1068.64,2137.28,Cancelado,4,
404,2024-08-22,Cliente J,Cadeira Ergonômica,Mobiliário,Ana Silva,Sudeste,1,847.12,847.12,Entregue,7,11
420,2024-08-22,Cliente I,Cadeira Ergonômica,Mobiliário,Ana Silva,Norte,3,813.97,2441.91,Entregue,5,8
581,2024-08-23,Cliente G,SSD 1TB,Eletrônicos,Diana Santos,Centro-Oeste,3,416.24,1248.72,Entregue,11,10
1150,2024-08-23,Cliente R,Mesa Standing,Mobiliário,Bruno Costa,Sul,2,1542.75,3085.51,Entregue,14,19
993,2024-08-23,Cliente I,Headset Gamer,Periféricos,Ana Silva,Centro-Oeste,4,343.41,1373.63,Em trânsito,6,
599,2024-08-24,Cliente G,"Monitor 27""",Eletrônicos,Carlos Lima,Nordeste,2,1195.42,2390.85,Entregue,13,18
314,2024-08-25,Cliente E,Notebook Pro,Eletrônicos,Ana Silva,Nordeste,4,3122.12,12488.47,Entregue,14,18
1170,2024-08-25,Cliente K,Mesa Standing,Mobiliário,Diana Santos,Sudeste,5,1449.92,7249.62,Entregue,5,4
794,2024-08-25,Cliente O,"Monitor 27""",Eletrônicos,Bruno Costa,Nordeste,5,1161.08,5805.38,Entregue,13,18
360,2024-08-25,Cliente S,Cadeira Ergonômica,Mobiliário,Ana Silva,Sul,2,961.94,1923.88,Entregue,5,6
281,2024-08-26,Cliente Q,Headset Gamer,Periféricos,Ana Silva,Centro-Oeste,4,317.91,1271.62,Entregue,3,3
669,2024-08-26,Cliente T,Headset Gamer,Periféricos,Carlos Lima,Centro-Oeste,1,291.81,291.81,Entregue,13,17
1079,2024-08-26,Cliente C,SSD 1TB,Eletrônicos,Diana Santos,Centro-Oeste,1,455.04,455.04,Em trânsito,5,
831,2024-08-26,Cliente E,SSD 1TB,Eletrônicos,Ana Silva,Centro-Oeste,2,407.35,814.71,Entregue,14,16
742,2024-08-26,Cliente N,SSD 1TB,Eletrônicos,Ana Silva,Sul,4,398.55,1594.19,Entregue,14,19
999,2024-08-27,Cliente L,Webcam HD,Periféricos,Eduardo Rocha,Nordeste,5,173.08,865.38,Entregue,13,11
663,2024-08-27,Cliente I,Webcam HD,Periféricos,Ana Silva,Sudeste,5,171.8,858.98,Entregue,4,6
1147,2024-08-27,Cliente O,Teclado Mecânico,Periféricos,Ana Silva,Norte,1,280.3,280.3,Cancelado,6,
775,2024-08-28,Cliente B,Notebook Pro,Eletrônicos,Diana Santos,Norte,1,3362.67,3362.67,Entregue,10,15
785,2024-08-28,Cliente T,Mesa Standing,Mobiliário,Carlos Lima,Nordeste,3,1591.56,4774.69,Em trânsito,8,
461,2024-08-28,Cliente K,Notebook Pro,Eletrônicos,Eduardo Rocha,Nordeste,1,3336.17,3336.17,Entregue,3,8
298,2024-08-29,Cliente Q,Headset Gamer,Periféricos,Ana Silva,Norte,2,319.63,639.26,Entregue,14,14
201,2024-08-29,Cliente C,Notebook Pro,Eletrônicos,Carlos Lima,Sul,2,3159.81,6319.62,Entregue,3,4
774,2024-08-29,Cliente A,Teclado Mecânico,Periféricos,Diana Santos,Sudeste,3,306.8,920.39,Entregue,5,4
864,2024-08-30,Cliente L,SSD 1TB,Eletrônicos,Diana Santos,Centro-Oeste,5,380.11,1900.56,Entregue,11,16
781,2024-08-30,Cliente L,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sudeste,1,859.3,859.3,Entregue,13,16
440,2024-08-31,Cliente O,Teclado Mecânico,Periféricos,Eduardo Rocha,Norte,4,300.73,1202.92,Em trânsito,12,
990,2024-09-01,Cliente D,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,3,3349.95,10049.85,Em trânsito,3,
572,2024-09-02,Cliente B,Mesa Standing,Mobiliário,Bruno Costa,Sul,1,1482.67,1482.67,Entregue,3,8
456,2024-09-02,Cliente I,Notebook Pro,Eletrônicos,Ana Silva,Nordeste,3,3445.86,10337.59,Cancelado,4,
849,2024-09-03,Cliente I,Teclado Mecânico,Periféricos,Bruno Costa,Centro-Oeste,5,287.21,1436.07,Em trânsito,12,
279,2024-09-03,Cliente L,"Monitor 27""",Eletrônicos,Bruno Costa,Norte,1,1007.7,1007.7,Entregue,5,7
147,2024-09-04,Cliente K,Teclado Mecânico,Periféricos,Eduardo Rocha,Norte,2,302.31,604.61,Entregue,7,10
194,2024-09-04,Cliente J,Headset Gamer,Periféricos,Ana Silva,Sudeste,2,340.16,680.32,Cancelado,10,
274,2024-09-04,Cliente P,Teclado Mecânico,Periféricos,Diana Santos,Nordeste,5,284.51,1422.57,Entregue,4,4
54,2024-09-04,Cliente G,Webcam HD,Periféricos,Diana Santos,Sudeste,1,172.07,172.07,Entregue,12,10
565,2024-09-05,Cliente N,Teclado Mecânico,Periféricos,Diana Santos,Nordeste,3,278.09,834.26,Entregue,5,5
548,2024-09-05,Cliente H,Teclado Mecânico,Periféricos,Eduardo Rocha,Sudeste,1,261.6,261.6,Entregue,6,8
1073,2024-09-05,Cliente O,Mesa Standing,Mobiliário,Diana Santos,Norte,5,1399.19,6995.97,Em trânsito,6,
547,2024-09-06,Cliente C,SSD 1TB,Eletrônicos,Ana Silva,Sudeste,2,400.38,800.77,Entregue,8,6
933,2024-09-06,Cliente M,SSD 1TB,Eletrônicos,Ana Silva,Sudeste,5,426.4,2132.02,Entregue,5,9
820,2024-09-06,Cliente S,Mesa Standing,Mobiliário,Ana Silva,Norte,1,1410.6,1410.6,Entregue,5,9
839,2024-09-07,Cliente C,Cadeira Ergonômica,Mobiliário,Carlos Lima,Norte,5,959.89,4799.45,Cancelado,9,
798,2024-09-07,Cliente S,SSD 1TB,Eletrônicos,Carlos Lima,Centro-Oeste,4,436.56,1746.26,Entregue,6,9
448,2024-09-07,Cliente L,Webcam HD,Periféricos,Eduardo Rocha,Nordeste,3,207.46,622.37,Entregue,7,9
354,2024-09-07,Cliente I,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,2,1188.12,2376.25,Em trânsito,6,
93,2024-09-07,Cliente R,Notebook Pro,Eletrônicos,Carlos Lima,Norte,3,3324.36,9973.07,Entregue,12,15
19,2024-09-07,Cliente I,Notebook Pro,Eletrônicos,Carlos Lima,Nordeste,2,2913.79,5827.58,Entregue,7,11
763,2024-09-07,Cliente D,Mesa Standing,Mobiliário,Eduardo Rocha,Sudeste,4,1342.95,5371.82,Entregue,12,16
246,2024-09-08,Cliente K,"Monitor 27""",Eletrônicos,Eduardo Rocha,Nordeste,2,1007.79,2015.58,Entregue,13,11
29,2024-09-08,Cliente R,Webcam HD,Periféricos,Bruno Costa,Sudeste,3,195.64,586.93,Entregue,6,7
688,2024-09-08,Cliente A,Headset Gamer,Periféricos,Diana Santos,Centro-Oeste,4,322.16,1288.65,Entregue,6,6
116,2024-09-09,Cliente J,Cadeira Ergonômica,Mobiliário,Diana Santos,Sudeste,3,912.08,2736.23,Cancelado,12,
45,2024-09-09,Cliente O,Headset Gamer,Periféricos,Bruno Costa,Sudeste,4,320.21,1280.86,Em trânsito,4,
650,2024-09-09,Cliente T,Teclado Mecânico,Periféricos,Carlos Lima,Centro-Oeste,2,281.4,562.8,Entregue,4,3
316,2024-09-10,Cliente B,Headset Gamer,Periféricos,Diana Santos,Sudeste,1,297.73,297.73,Cancelado,14,
561,2024-09-11,Cliente A,Teclado Mecânico,Periféricos,Bruno Costa,Sudeste,5,287.55,1437.77,Cancelado,4,
359,2024-09-11,Cliente M,Webcam HD,Periféricos,Diana Santos,Nordeste,1,192.66,192.66,Entregue,7,7
196,2024-09-11,Cliente D,SSD 1TB,Eletrônicos,Bruno Costa,Centro-Oeste,4,396.57,1586.29,Entregue,11,12
931,2024-09-11,Cliente M,Notebook Pro,Eletrônicos,Bruno Costa,Nordeste,3,3381.29,10143.87,Em trânsito,5,
458,2024-09-11,Cliente A,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,3,915.39,2746.17,Cancelado,8,
699,2024-09-12,Cliente Q,Cadeira Ergonômica,Mobiliário,Carlos Lima,Norte,4,937.91,3751.64,Em trânsito,9,
471,2024-09-12,Cliente I,Cadeira Ergonômica,Mobiliário,Carlos Lima,Nordeste,4,908.84,3635.34,Entregue,4,7
935,2024-09-12,Cliente H,SSD 1TB,Eletrônicos,Bruno Costa,Sul,4,405.09,1620.37,Entregue,3,1
186,2024-09-12,Cliente T,Webcam HD,Periféricos,Bruno Costa,Sul,2,184.88,369.77,Cancelado,7,
890,2024-09-12,Cliente P,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,5,810.79,4053.94,Entregue,4,2
836,2024-09-13,Cliente H,"Monitor 27""",Eletrônicos,Bruno Costa,Nordeste,4,1183.56,4734.24,Entregue,11,12
41,2024-09-14,Cliente B,SSD 1TB,Eletrônicos,Diana Santos,Sudeste,4,420.45,1681.8,Entregue,14,18
520,2024-09-14,Cliente E,"Monitor 27""",Eletrônicos,Diana Santos,Norte,3,1060.4,3181.19,Cancelado,5,
706,2024-09-15,Cliente I,Teclado Mecânico,Periféricos,Bruno Costa,Norte,4,300.11,1200.42,Cancelado,7,
776,2024-09-15,Cliente L,Webcam HD,Periféricos,Ana Silva,Nordeste,3,189.14,567.43,Entregue,5,9
843,2024-09-15,Cliente K,Cadeira Ergonômica,Mobiliário,Bruno Costa,Nordeste,1,924.9,924.9,Entregue,14,16
503,2024-09-15,Cliente T,Webcam HD,Periféricos,Eduardo Rocha,Nordeste,4,202.43,809.72,Entregue,11,10
1014,2024-09-15,Cliente O,Mesa Standing,Mobiliário,Carlos Lima,Sul,4,1368.8,5475.2,Entregue,9,11
407,2024-09-15,Cliente I,Headset Gamer,Periféricos,Diana Santos,Sudeste,4,303.0,1212.0,Entregue,7,9
960,2024-09-16,Cliente O,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Centro-Oeste,2,861.67,1723.35,Entregue,9,9
457,2024-09-17,Cliente T,"Monitor 27""",Eletrônicos,Eduardo Rocha,Nordeste,3,1143.28,3429.83,Entregue,4,5
91,2024-09-17,Cliente Q,Notebook Pro,Eletrônicos,Carlos Lima,Sul,4,2899.7,11598.78,Entregue,11,14
702,2024-09-17,Cliente G,Headset Gamer,Periféricos,Ana Silva,Sudeste,1,327.15,327.15,Entregue,7,9
136,2024-09-17,Cliente H,"Monitor 27""",Eletrônicos,Ana Silva,Norte,2,1085.68,2171.36,Entregue,6,6
263,2024-09-17,Cliente R,Mesa Standing,Mobiliário,Diana Santos,Norte,5,1453.25,7266.26,Entregue,9,7
35,2024-09-17,Cliente G,"Monitor 27""",Eletrônicos,Ana Silva,Sul,2,1060.58,2121.17,Entregue,5,5
1194,2024-09-18,Cliente H,Headset Gamer,Periféricos,Bruno Costa,Nordeste,1,302.51,302.51,Em trânsito,9,
737,2024-09-18,Cliente O,Cadeira Ergonômica,Mobiliário,Carlos Lima,Sul,2,835.68,1671.36,Cancelado,8,
698,2024-09-18,Cliente D,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,2,927.52,1855.04,Entregue,12,13
502,2024-09-19,Cliente C,"Monitor 27""",Eletrônicos,Ana Silva,Centro-Oeste,5,1116.03,5580.15,Entregue,8,9
140,2024-09-19,Cliente B,Teclado Mecânico,Periféricos,Ana Silva,Norte,5,275.57,1377.87,Entregue,3,3
